SalesID,MachineID,ModelID,datasource,auctioneerID,YearMade,MachineHoursCurrentMeter,UsageBand,saledate,fiModelDesc,fiBaseModel,fiSecondaryDesc,fiModelSeries,fiModelDescriptor,ProductSize,state,ProductGroup,SalePrice
20191226152792082,1542645,3084,132,1,1996,0.0,UNK,12/8/2009 0:00,1150G,1150,G,UNK,UNK,Medium,North Carolina,TTT,16500
20191226152874914,1416864,3823,132,4,1993,6257.0,Medium,2/9/2000 0:00,950F,950,F,UNK,UNK,Medium,Florida,WL,67000
20191226152811631,543421,1584,132,2,1996,0.0,UNK,3/14/2002 0:00,D5HIILGP,D5,H,II,LGP,Medium,New Jersey,TTT,21000
20191226152752399,1487215,6788,132,1,1986,0.0,UNK,6/13/1989 0:00,580,580,UNK,UNK,UNK,UNK,Illinois,BL,22000
20191226152840301,1404222,3406,132,1,1987,0.0,UNK,6/8/2005 0:00,225B,225,B,UNK,UNK,Large / Medium,Missouri,TEX,22000
20191226152676312,1039346,3357,121,3,1994,13524.0,High,12/20/2007 0:00,12G,12,G,UNK,UNK,UNK,Florida,MG,69000
20191226152826700,1271696,4112,132,1,1981,0.0,UNK,6/12/2002 0:00,D5B,D5,B,UNK,UNK,UNK,Texas,TTT,21000
20191226152873786,1325208,7040,132,4,2000,0.0,UNK,4/17/2004 0:00,302.5,302.5,UNK,UNK,UNK,Mini,Pennsylvania,TEX,13750
20191226152693038,1001674,4146,121,3,1000,0.0,UNK,9/24/2009 0:00,D8H,D8,H,UNK,UNK,Large,Kentucky,TTT,11000
20191226152852124,165288,1596,132,8,1998,0.0,UNK,9/18/2002 0:00,D5MLGP,D5,M,UNK,LGP,Medium,Mississippi,TTT,47000
20191226152671522,1041879,3362,121,3,1000,18421.0,High,11/15/2006 0:00,140G,140,G,UNK,UNK,UNK,Georgia,MG,60000
20191226152760144,1551991,6788,132,1,1979,0.0,UNK,4/30/1992 0:00,580,580,UNK,UNK,UNK,UNK,Arizona,BL,8000
20191226152883438,1274273,13776,132,2,1997,0.0,UNK,11/9/2002 0:00,D3CIIIXL,D3,C,III,XL,UNK,Wisconsin,TTT,34000
20191226152852486,1256228,34955,132,1,1988,0.0,UNK,5/21/1991 0:00,D7E1970,D7,E,1970,UNK,Large,Oregon,TTT,36000
20191226152826925,1295414,1526,132,12,1984,0.0,UNK,5/24/2005 0:00,D3BLGP,D3,B,UNK,LGP,UNK,Florida,TTT,13000
20191226152657123,1027302,4735,121,3,1996,6299.0,Low,8/20/2009 0:00,624G,624,G,UNK,UNK,Medium,Ohio,WL,27500
20191226152844145,1477585,7277,132,1,1980,0.0,UNK,6/27/2002 0:00,950,950,UNK,UNK,UNK,Medium,Colorado,WL,19000
20191226152838451,1465852,7259,132,2,1991,0.0,UNK,11/21/1998 0:00,916,916,UNK,UNK,UNK,UNK,Ohio,WL,31500
20191226152801329,203,4123,132,6,1972,0.0,UNK,10/31/1990 0:00,D6C,D6,C,UNK,UNK,Medium,Alabama,TTT,10000
20191226152753352,1453715,3170,132,5,1987,0.0,UNK,3/22/2002 0:00,580K,580,K,UNK,UNK,UNK,Connecticut,BL,12500
20191226152832771,1412781,1092,132,1,1993,0.0,UNK,9/25/2001 0:00,307SSR,307,UNK,UNK,SSR,Mini,Illinois,TEX,15000
20191226152845965,594015,7013,132,1,1981,0.0,UNK,6/26/2000 0:00,235,235,UNK,UNK,UNK,Large / Medium,Minnesota,TEX,17000
20191226152860044,39559,1611,132,99,1990,0.0,UNK,2/10/1994 0:00,D6HIILGP,D6,H,II,LGP,Medium,Texas,TTT,110000
20191226152784341,1252120,3178,132,2,1995,0.0,UNK,11/9/2002 0:00,580SUPER L,580,SUPER L,UNK,UNK,UNK,Wisconsin,BL,19000
20191226152787667,1116937,3171,132,1,1997,0.0,UNK,12/11/2001 0:00,580L,580,L,UNK,UNK,UNK,California,BL,23500
20191226152817399,1367119,3761,132,19,1990,0.0,UNK,11/8/2001 0:00,910E,910,E,UNK,UNK,Compact,California,WL,22000
20191226152886530,157697,3538,132,6,1997,0.0,UNK,12/15/1998 0:00,416C,416,C,UNK,UNK,UNK,Kentucky,BL,39000
20191226152791690,1157581,3190,132,2,1995,0.0,UNK,9/23/2005 0:00,590SUPER L,590,SUPER L,UNK,UNK,UNK,New Jersey,BL,25000
20191226152786532,1182124,3171,132,2,1996,0.0,UNK,12/29/1999 0:00,580L,580,L,UNK,UNK,UNK,New York,BL,20500
20191226152889586,647394,3883,132,1,1979,0.0,UNK,10/7/2006 0:00,988B,988,B,UNK,UNK,Large,Alaska,WL,45000
20191226152806946,13226,4156,132,6,1983,0.0,UNK,11/20/1996 0:00,D9L,D9,L,UNK,UNK,Large,Texas,TTT,67500
20191226152692704,1012732,3380,121,3,1000,0.0,UNK,10/22/2009 0:00,16G,16,G,UNK,UNK,UNK,West Virginia,MG,38000
20191226152655044,995261,1211,121,3,1997,9702.0,Medium,8/27/2009 0:00,325BL,325,B,UNK,L,Large / Medium,Wyoming,TEX,32075
20191226152827591,1341664,4112,132,9,1979,0.0,UNK,11/16/2000 0:00,D5B,D5,B,UNK,UNK,UNK,South Carolina,TTT,16500
20191226152833665,49766,1229,132,10,1992,0.0,UNK,9/6/2006 0:00,325L,325,UNK,UNK,L,Large / Medium,Louisiana,TEX,39000
20191226152904311,1101169,7110,132,1,1987,0.0,UNK,5/15/1990 0:00,416,416,UNK,UNK,UNK,UNK,Florida,BL,18000
20191226152824013,1546556,3822,132,2,1988,0.0,UNK,2/8/1995 0:00,950E,950,E,UNK,UNK,Medium,Florida,WL,67500
20191226152642591,215066,643,121,3,1992,22925.0,High,7/12/2007 0:00,WA500-1L,WA500,UNK,-1L,UNK,Medium,Missouri,WL,30500
20191226152752024,1285981,3166,132,1,1985,0.0,UNK,3/2/2004 0:00,580E,580,E,UNK,UNK,UNK,Iowa,BL,15000
20191226152680812,1065123,3546,121,3,1996,12438.0,High,7/10/2008 0:00,426B,426,B,UNK,UNK,UNK,Tennessee,BL,18500
20191226152692414,1067530,7267,121,3,1000,0.0,UNK,9/17/2009 0:00,930,930,UNK,UNK,UNK,UNK,Arizona,WL,10000
20191226152873697,179500,7040,132,1,1999,0.0,UNK,6/23/2008 0:00,302.5,302.5,UNK,UNK,UNK,Mini,California,TEX,9000
20191226152884065,895702,23926,132,8,1996,0.0,UNK,9/22/2005 0:00,12HNA,12,H,UNK,UNK,UNK,Mississippi,MG,80000
20191226152874672,490800,3385,132,1,1988,0.0,UNK,10/21/1997 0:00,205LC,205,UNK,UNK,LC,Small,Wisconsin,TEX,15000
20191226152683384,1063112,3877,121,3,1000,0.0,UNK,11/13/2008 0:00,980C,980,C,UNK,UNK,Medium,Tennessee,WL,39000
20191226152881118,1315965,4128,132,1,1989,0.0,UNK,11/18/1999 0:00,D6H,D6,H,UNK,UNK,Medium,Texas,TTT,59000
20191226152913839,1461351,3538,132,1,1998,0.0,UNK,6/12/2002 0:00,416C,416,C,UNK,UNK,UNK,Texas,BL,26000
20191226152785219,1223650,3178,132,1,1998,0.0,UNK,12/6/2005 0:00,580SUPER L,580,SUPER L,UNK,UNK,UNK,Washington,BL,24000
20191226152907794,1515078,1129,132,27,1998,6205.0,Medium,4/20/2007 0:00,315BL,315,B,UNK,L,Small,North Carolina,TEX,34000
20191226152759253,1265454,3164,132,1,1976,0.0,UNK,2/28/1995 0:00,580C,580,C,UNK,UNK,UNK,California,BL,15500
20191226152771340,1428952,3112,132,1,1995,0.0,UNK,8/28/1997 0:00,1845C,1845,C,UNK,UNK,UNK,Texas,SSL,17000
20191226152834148,1390491,1211,132,1,1996,0.0,UNK,9/29/2004 0:00,325BL,325,B,UNK,L,Large / Medium,Washington,TEX,60000
20191226152878281,409472,108,132,5,2000,0.0,UNK,4/6/2006 0:00,D3CIII,D3,C,III,UNK,UNK,Connecticut,TTT,34500
20191226152710637,1052305,9562,121,3,1000,4956.0,Low,1/28/2011 0:00,853,853,UNK,UNK,UNK,UNK,Georgia,SSL,5700
20191226152788986,1509598,3161,132,2,1999,0.0,UNK,11/8/2003 0:00,550G,550,G,UNK,UNK,UNK,Wisconsin,TTT,26000
20191226152909252,11668,4149,132,1,1994,0.0,UNK,10/12/2001 0:00,D8N,D8,N,UNK,UNK,Large,Georgia,TTT,102500
20191226152894886,1413720,3415,132,2,1988,0.0,UNK,4/26/2002 0:00,235C,235,C,UNK,UNK,Large / Medium,Wisconsin,TEX,25500
20191226152786616,1192799,3171,132,1,1995,0.0,UNK,3/30/1999 0:00,580L,580,L,UNK,UNK,UNK,Maryland,BL,25000
20191226152793961,1453849,3192,132,1,2000,0.0,UNK,12/1/2005 0:00,590SUPER M,590,SUPER M,UNK,UNK,UNK,Illinois,BL,34000
20191226152893380,1419838,4148,132,1,1984,0.0,UNK,6/6/2000 0:00,D8L,D8,L,UNK,UNK,Large,California,TTT,48000
20191226152824255,1490991,3822,132,1,1989,0.0,UNK,11/17/2005 0:00,950E,950,E,UNK,UNK,Medium,Texas,WL,42500
20191226152695083,1031081,4604,121,3,1997,4281.0,Medium,11/12/2009 0:00,310E,310,E,UNK,UNK,UNK,New Jersey,BL,17000
20191226152907143,1451477,77,132,1,1993,0.0,UNK,12/7/2006 0:00,950FII,950,F,II,UNK,Medium,Texas,WL,53000
20191226152903681,1130001,7110,132,1,1986,0.0,UNK,4/30/1996 0:00,416,416,UNK,UNK,UNK,UNK,Montana,BL,19000
20191226152902399,1521653,3362,132,19,1994,0.0,UNK,8/9/2000 0:00,140G,140,G,UNK,UNK,UNK,California,MG,79000
20191226152876176,1494291,107,132,10,1993,0.0,UNK,8/9/2000 0:00,D3CII,D3,C,II,UNK,UNK,Louisiana,TTT,21000
20191226152888649,391067,3538,132,3,2000,0.0,UNK,10/29/2009 0:00,416C,416,C,UNK,UNK,UNK,California,BL,24500
20191226152839682,977773,4035,132,1,1993,0.0,UNK,11/14/2001 0:00,D10N,D10,N,UNK,UNK,Large,Utah,TTT,100000
20191226152784677,1255621,3178,132,4,1996,0.0,UNK,6/12/2003 0:00,580SUPER L,580,SUPER L,UNK,UNK,UNK,Indiana,BL,24000
20191226152898019,736866,1597,132,1,2000,0.0,UNK,9/27/2006 0:00,D5MXL,D5,M,UNK,XL,Medium,Texas,TTT,45000
20191226152852713,251745,1596,132,1,2000,0.0,UNK,2/21/2001 0:00,D5MLGP,D5,M,UNK,LGP,Medium,Florida,TTT,77000
20191226152789114,1413940,3178,132,2,1998,0.0,UNK,3/28/2007 0:00,580SUPER L,580,SUPER L,UNK,UNK,UNK,Texas,BL,27000
20191226152859776,1444450,3406,132,2,1988,0.0,UNK,3/26/1998 0:00,225B,225,B,UNK,UNK,Large / Medium,New Jersey,TEX,35000
20191226152674782,1050027,6633,121,3,1996,4314.0,High,1/13/2005 0:00,1840,1840,UNK,UNK,UNK,UNK,Texas,SSL,7000
20191226152826923,1232265,1526,132,11,1984,0.0,UNK,4/7/1993 0:00,D3BLGP,D3,B,UNK,LGP,UNK,Mississippi,TTT,17000
20191226152658575,1034241,3371,121,3,1985,19904.0,Medium,4/15/2004 0:00,14G,14,G,UNK,UNK,UNK,Utah,MG,79000
20191226152901019,1499705,4090,132,24,1988,708.0,Medium,5/10/1990 0:00,D3C,D3,C,UNK,UNK,UNK,Texas,TTT,28500
20191226152694290,1019327,4711,121,3,1000,1217.0,Low,10/29/2009 0:00,550G,550,G,UNK,UNK,UNK,Illinois,TTT,19000
20191226152904612,108840,7110,132,6,1988,0.0,UNK,10/10/1995 0:00,416,416,UNK,UNK,UNK,UNK,North Carolina,BL,19500
20191226152771103,1189967,6633,132,2,1995,0.0,UNK,8/14/1999 0:00,1840,1840,UNK,UNK,UNK,UNK,Tennessee,SSL,8250
20191226152762339,1351942,6954,132,4,1972,0.0,UNK,2/1/1993 0:00,W24,W24,UNK,UNK,UNK,UNK,Florida,WL,13000
20191226152868408,1403692,4146,132,2,1965,0.0,UNK,4/5/1997 0:00,D8H,D8,H,UNK,UNK,Large,Missouri,TTT,13500
20191226152848012,448253,1649,132,3,1981,0.0,UNK,1/25/2007 0:00,D7GSA,D7,G,UNK,SA,Large,California,TTT,31000
20191226152846189,1223559,7013,132,1,1984,0.0,UNK,9/12/2000 0:00,235,235,UNK,UNK,UNK,Large / Medium,California,TEX,31000
20191226152856640,1501311,4090,132,6,1991,0.0,UNK,7/26/1994 0:00,D3C,D3,C,UNK,UNK,UNK,Tennessee,TTT,33500
20191226152897943,43766,1597,132,2,1998,0.0,UNK,2/4/2011 0:00,D5MXL,D5,M,UNK,XL,Medium,Florida,TTT,22500
20191226152887033,1478290,3538,132,1,1997,0.0,UNK,12/8/2005 0:00,416C,416,C,UNK,UNK,UNK,Texas,BL,23000
20191226152838896,1461465,3782,132,99,1994,25453.0,High,2/4/2010 0:00,928F,928,F,UNK,UNK,UNK,Texas,WL,19000
20191226152863798,1290511,7267,132,99,1978,0.0,UNK,11/17/1994 0:00,930,930,UNK,UNK,UNK,UNK,Texas,WL,21000
20191226152782041,1526746,3170,132,6,1989,0.0,UNK,10/1/1998 0:00,580K,580,K,UNK,UNK,UNK,Nebraska,BL,15000
20191226152837644,115624,1046,132,6,1990,0.0,UNK,12/12/1994 0:00,225DLC,225,D,UNK,LC,Large / Medium,Kentucky,TEX,82500
20191226152782505,1359714,3170,132,1,1990,0.0,UNK,3/11/1998 0:00,580K,580,K,UNK,UNK,UNK,Texas,BL,21000
20191226152651002,126422,1638,121,3,2000,6166.0,Medium,11/16/2006 0:00,D6RXL,D6,R,UNK,XL,Medium,Virginia,TTT,79000
20191226152708712,1049068,2759,121,3,1000,6447.0,Low,10/28/2010 0:00,D5HII,D5,H,II,UNK,Medium,New Hampshire,TTT,18000
20191226152775356,1200305,6633,132,5,1995,0.0,UNK,1/28/2011 0:00,1840,1840,UNK,UNK,UNK,UNK,Connecticut,SSL,8750
20191226152897398,1299990,3459,132,20,1999,0.0,UNK,8/25/2004 0:00,307B,307,B,UNK,UNK,Mini,Arkansas,TEX,23000
20191226152752957,1497717,6788,132,1,1987,0.0,UNK,5/23/1991 0:00,580,580,UNK,UNK,UNK,UNK,California,BL,20000
20191226152810653,1187635,1587,132,2,1989,0.0,UNK,2/7/2000 0:00,D5HLGP,D5,H,UNK,LGP,Medium,Florida,TTT,34000
20191226152834193,797016,1211,132,1,1997,0.0,UNK,2/18/2003 0:00,325BL,325,B,UNK,L,Large / Medium,Florida,TEX,60000
20191226152823259,1514591,4112,132,1,1980,0.0,UNK,6/30/1992 0:00,D5B,D5,B,UNK,UNK,UNK,Colorado,TTT,16000
20191226152754548,1510301,6654,132,4,1986,2900.0,Medium,2/6/1990 0:00,220,220,UNK,UNK,UNK,UNK,Florida,TEX,56500
20191226152824289,1554154,3822,132,1,1989,0.0,UNK,9/22/2006 0:00,950E,950,E,UNK,UNK,Medium,Arizona,WL,46000
20191226152643650,1048528,1597,121,3,1997,7140.0,Medium,6/9/2011 0:00,D5MXL,D5,M,UNK,XL,Medium,Oklahoma,TTT,34000
20191226152824415,1338004,3822,132,1,1990,0.0,UNK,3/14/2000 0:00,950E,950,E,UNK,UNK,Medium,Texas,WL,45000
20191226152837145,1079418,1623,132,1,1997,0.0,UNK,2/20/2007 0:00,D6MLGP,D6,M,UNK,LGP,Medium,Florida,TTT,47000
20191226152897199,1425991,1530,132,6,1993,0.0,UNK,3/2/1995 0:00,D3CIILGP,D3,C,II,LGP,UNK,Florida,TTT,40000
20191226152806037,1332434,6974,132,11,1970,0.0,UNK,9/1/1999 0:00,120,120,UNK,UNK,UNK,UNK,Mississippi,MG,8500
20191226152761434,1205261,3165,132,13,1982,0.0,UNK,3/16/1996 0:00,580D,580,D,UNK,UNK,UNK,Tennessee,BL,14000
20191226152910718,1537594,7077,132,2,1996,0.0,UNK,2/8/2001 0:00,325,325,UNK,UNK,UNK,Large / Medium,Florida,TEX,47500
20191226152901609,62150,1638,132,11,1998,0.0,UNK,10/12/2000 0:00,D6RXL,D6,R,UNK,XL,Medium,Mississippi,TTT,100000
20191226152902329,494811,3362,132,1,1992,0.0,UNK,9/12/2002 0:00,140G,140,G,UNK,UNK,UNK,Texas,MG,74000
20191226152648940,1000558,4699,121,3,1000,22702.0,Low,6/16/2011 0:00,544E,544,E,UNK,UNK,UNK,Illinois,WL,20500
20191226152860489,1109043,1611,132,4,1996,0.0,UNK,2/11/2002 0:00,D6HIILGP,D6,H,II,LGP,Medium,Florida,TTT,55000
20191226152904362,1142986,7110,132,1,1987,0.0,UNK,12/14/2005 0:00,416,416,UNK,UNK,UNK,UNK,Maryland,BL,11000
20191226152879721,528627,4329,132,7,1996,0.0,UNK,9/4/2003 0:00,IT24F,IT24,F,UNK,UNK,UNK,Alabama,WL,28000
20191226152697225,1065360,1192,121,3,1997,9021.0,Medium,12/17/2009 0:00,322BL,322,B,UNK,L,Large / Medium,California,TEX,25000
20191226152773489,1268049,3105,132,3,1999,0.0,UNK,11/1/2001 0:00,1825B,1825,B,UNK,UNK,UNK,Unspecified,SSL,7000
20191226152826766,1281504,1526,132,9,1980,0.0,UNK,6/21/2002 0:00,D3BLGP,D3,B,UNK,LGP,UNK,Tennessee,TTT,10200
20191226152878931,1381561,1158,132,99,1997,0.0,UNK,7/14/2011 0:00,320BL,320,B,UNK,L,Large / Medium,Georgia,TEX,33000
20191226152736376,1506889,6346,132,1,1979,0.0,UNK,9/26/1996 0:00,C266,C266,UNK,UNK,UNK,Large / Medium,Colorado,TEX,10000
20191226152753762,1491258,3170,132,17,1987,0.0,UNK,4/18/2000 0:00,580K,580,K,UNK,UNK,UNK,Idaho,BL,16000
20191226152838623,1131373,3877,132,2,1991,0.0,UNK,3/26/1998 0:00,980C,980,C,UNK,UNK,Medium,New Jersey,WL,102500
20191226152911833,711177,3546,132,1,1993,0.0,UNK,9/8/2005 0:00,426B,426,B,UNK,UNK,UNK,California,BL,21000
20191226152770062,1412616,6633,132,1,1993,0.0,UNK,4/6/1995 0:00,1840,1840,UNK,UNK,UNK,UNK,Colorado,SSL,12500
20191226152892511,685310,7008,132,24,1985,0.0,UNK,3/13/1990 0:00,225,225,UNK,UNK,UNK,Large / Medium,Georgia,TEX,64000
20191226152863851,575932,7267,132,4,1979,0.0,UNK,11/13/2003 0:00,930,930,UNK,UNK,UNK,UNK,Ohio,WL,18000
20191226152673381,1043552,2768,121,3,1000,0.0,UNK,9/1/2011 0:00,D7HII,D7,H,II,UNK,Large,North Carolina,TTT,66000
20191226152775132,1439765,6633,132,12,1000,0.0,UNK,3/26/1997 0:00,1840,1840,UNK,UNK,UNK,UNK,South Carolina,SSL,14750
20191226152658068,1016050,3190,121,3,1998,7446.0,Medium,11/18/2010 0:00,590SUPER L,590,SUPER L,UNK,UNK,UNK,Kansas,BL,22500
20191226152901706,613672,1638,132,1,1998,0.0,UNK,9/24/2004 0:00,D6RXL,D6,R,UNK,XL,Medium,Texas,TTT,85000
20191226152763333,1439232,6953,132,1,1980,0.0,UNK,4/25/1989 0:00,W20,W20,UNK,UNK,UNK,UNK,Tennessee,WL,15000
20191226152912353,845216,1276,132,2,1994,0.0,UNK,10/13/2001 0:00,330L,330,UNK,UNK,L,Large / Medium,Tennessee,TEX,42000
