association_id,actual_value,was_acted_on
20191226152893380,48000.0,False
20191226152824255,42500.0,False
20191226152695083,17000.0,False
20191226152907143,53000.0,False
20191226152903681,19000.0,False
20191226152902399,79000.0,False
20191226152876176,21000.0,False
20191226152888649,24500.0,False
20191226152839682,100000.0,False
20191226152784677,24000.0,False
20191226152898019,45000.0,False
20191226152852713,77000.0,False
20191226152789114,27000.0,False
20191226152859776,35000.0,False
20191226152674782,7000.0,False
20191226152826923,17000.0,False
20191226152658575,79000.0,False
20191226152901019,28500.0,False
20191226152694290,19000.0,False
20191226152904612,19500.0,False
20191226152771103,8250.0,False
20191226152762339,13000.0,False
20191226152868408,13500.0,False
20191226152848012,31000.0,False
20191226152846189,31000.0,False
20191226152856640,33500.0,False
20191226152897943,22500.0,False
20191226152887033,23000.0,False
20191226152838896,19000.0,False
20191226152863798,21000.0,False
20191226152782041,15000.0,False
20191226152837644,82500.0,False
20191226152782505,21000.0,False
20191226152651002,79000.0,False
20191226152708712,18000.0,False
20191226152775356,8750.0,False
20191226152897398,23000.0,False
20191226152752957,20000.0,False
20191226152810653,34000.0,False
20191226152834193,60000.0,False
20191226152823259,16000.0,False
20191226152754548,56500.0,False
20191226152824289,46000.0,False
20191226152643650,34000.0,False
20191226152824415,45000.0,False
20191226152837145,47000.0,False
20191226152897199,40000.0,False
20191226152806037,8500.0,False
20191226152761434,14000.0,False
20191226152910718,47500.0,False
20191226152901609,100000.0,False
20191226152902329,74000.0,False
20191226152648940,20500.0,False
20191226152860489,55000.0,False
20191226152904362,11000.0,False
20191226152879721,28000.0,False
20191226152697225,25000.0,False
20191226152773489,7000.0,False
20191226152826766,10200.0,False
20191226152878931,33000.0,False
20191226152736376,10000.0,False
20191226152753762,16000.0,False
20191226152838623,102500.0,False
20191226152911833,21000.0,False
20191226152770062,12500.0,False
20191226152892511,64000.0,False
20191226152863851,18000.0,False
20191226152673381,66000.0,False
20191226152775132,14750.0,False
20191226152658068,22500.0,False
20191226152901706,85000.0,False
20191226152763333,15000.0,False
20191226152912353,42000.0,False
20191226152791845,27000.0,False
20191226152894949,27000.0,False
20191226152801463,15500.0,False
20191226152868162,13000.0,False
20191226152647616,25500.0,False
20191226152778165,37500.0,False
20191226152817245,25500.0,False
20191226152912339,85000.0,False
20191226152908802,12000.0,False
20191226152761179,10250.0,False
20191226152911832,26000.0,False
20191226152782286,14500.0,False
20191226152847090,49000.0,False
20191226152798470,33000.0,False
20191226152677650,50000.0,False
20191226152786585,37500.0,False
20191226152785693,23000.0,False
20191226152786810,23000.0,False
20191226152784841,22000.0,False
20191226152904780,18000.0,False
20191226152905653,12500.0,False
20191226152692340,18000.0,False
20191226152836016,58500.0,False
20191226152855440,75000.0,False
20191226152650604,65000.0,False
20191226152773103,8000.0,False
20191226152875951,16000.0,False
20191226152792997,18500.0,False
20191226152898720,18500.0,False
20191226152829924,11000.0,False
20191226152760243,10000.0,False
20191226152903259,31500.0,False
20191226152862275,97500.0,False
20191226152839428,122500.0,False
20191226152913701,29000.0,False
20191226152876055,29000.0,False
20191226152891497,23750.0,False
20191226152891724,15000.0,False
20191226152773166,9500.0,False
20191226152887725,30000.0,False
20191226152892603,43000.0,False
20191226152766801,39000.0,False
20191226152915208,51000.0,False
20191226152879382,58000.0,False
20191226152917618,48000.0,False
20191226152834685,86000.0,False
20191226152844704,32500.0,False
20191226152874643,14000.0,False
20191226152887473,28000.0,False
20191226152781713,20000.0,False
20191226152799915,21000.0,False
20191226152786410,23500.0,False
20191226152702212,32000.0,False
20191226152800806,18000.0,False
20191226152784781,22000.0,False
20191226152904576,19000.0,False
20191226152890888,19000.0,False
20191226152782193,23500.0,False
20191226152851602,37500.0,False
20191226152901091,21000.0,False
20191226152642942,9000.0,False
20191226152886625,30000.0,False
20191226152810700,77000.0,False
20191226152766473,9500.0,False
20191226152757505,17000.0,False
20191226152789125,22500.0,False
20191226152917021,55000.0,False
20191226152851489,35000.0,False
20191226152782139,21500.0,False
20191226152837669,54000.0,False
20191226152788177,21500.0,False
20191226152915492,40000.0,False
20191226152772361,8000.0,False
20191226152807149,82500.0,False
20191226152862853,19000.0,False
20191226152653811,39000.0,False
20191226152784502,26000.0,False
20191226152891926,27000.0,False
20191226152788182,20500.0,False
20191226152761174,12000.0,False
20191226152838152,58000.0,False
20191226152765072,14000.0,False
20191226152840271,25000.0,False
20191226152906625,19000.0,False
20191226152781366,16000.0,False
20191226152785647,28500.0,False
20191226152762006,11000.0,False
20191226152824159,36000.0,False
20191226152905682,17500.0,False
20191226152708794,22500.0,False
20191226152847332,33000.0,False
20191226152678837,9500.0,False
20191226152760325,11000.0,False
20191226152761400,10500.0,False
20191226152852139,54000.0,False
20191226152869743,13000.0,False
20191226152873756,13000.0,False
20191226152859571,62500.0,False
20191226152864233,13000.0,False
20191226152913986,26000.0,False
20191226152793411,25000.0,False
20191226152845418,38000.0,False
20191226152753580,19000.0,False
20191226152873078,9000.0,False
20191226152905287,21000.0,False
20191226152799515,15000.0,False
20191226152675929,57500.0,False
20191226152695139,18500.0,False
20191226152832888,28000.0,False
20191226152790740,14000.0,False
20191226152756378,15250.0,False
20191226152863208,13000.0,False
20191226152863554,14500.0,False
20191226152817754,59500.0,False
20191226152838926,31000.0,False
20191226152855403,60000.0,False
20191226152829073,22500.0,False
20191226152790951,22500.0,False
20191226152879135,32000.0,False
20191226152904379,24000.0,False
20191226152854928,27000.0,False
20191226152781821,22000.0,False
20191226152800982,26000.0,False
20191226152787970,37500.0,False
20191226152790927,21000.0,False
20191226152769215,8250.0,False
20191226152894900,39000.0,False
20191226152788217,21500.0,False
20191226152762567,9100.0,False
20191226152782658,25000.0,False
20191226152788140,19000.0,False
20191226152828724,13000.0,False
20191226152903138,30000.0,False
20191226152886826,31500.0,False
20191226152768892,13000.0,False
20191226152818588,38000.0,False
20191226152889200,32000.0,False
20191226152880000,13000.0,False
20191226152916586,29000.0,False
20191226152683270,22000.0,False
20191226152818928,37000.0,False
20191226152913874,33000.0,False
20191226152856609,12000.0,False
20191226152801302,13500.0,False
20191226152873387,17000.0,False
20191226152852143,55000.0,False
20191226152760514,9000.0,False
20191226152867628,14000.0,False
20191226152790829,16000.0,False
20191226152786061,27000.0,False
20191226152859748,64000.0,False
20191226152907234,66000.0,False
20191226152894390,29000.0,False
20191226152807325,13500.0,False
20191226152679315,22000.0,False
20191226152891890,24000.0,False
20191226152675145,29000.0,False
20191226152712818,11500.0,False
20191226152888614,25000.0,False
20191226152903622,13500.0,False
20191226152840632,77000.0,False
20191226152801212,16000.0,False
20191226152695815,61000.0,False
20191226152818338,33000.0,False
20191226152885661,12500.0,False
20191226152683195,65000.0,False
20191226152784422,25000.0,False
20191226152778833,75000.0,False
20191226152865382,13500.0,False
20191226152915264,36000.0,False
20191226152888440,30000.0,False
20191226152913606,17000.0,False
20191226152688439,23500.0,False
20191226152790524,19000.0,False
20191226152826795,12000.0,False
20191226152817605,55000.0,False
20191226152790727,20000.0,False
20191226152762216,8500.0,False
20191226152702029,11500.0,False
20191226152896525,35000.0,False
20191226152779490,52000.0,False
20191226152785997,26500.0,False
20191226152846512,31000.0,False
20191226152859420,52000.0,False
20191226152889277,35000.0,False
20191226152784269,17500.0,False
20191226152661427,44000.0,False
20191226152798847,48000.0,False
20191226152891336,15000.0,False
20191226152845242,27500.0,False
20191226152778519,37000.0,False
20191226152641991,18000.0,False
20191226152816729,14000.0,False
20191226152656114,82000.0,False
20191226152818442,35000.0,False
20191226152656814,12500.0,False
20191226152795604,37500.0,False
20191226152656083,37000.0,False
20191226152779977,50000.0,False
20191226152775541,9350.0,False
20191226152825088,10500.0,False
20191226152839108,37000.0,False
20191226152913112,29500.0,False
20191226152682511,21000.0,False
20191226152721031,8750.0,False
20191226152670583,39000.0,False
20191226152885588,15500.0,False
20191226152695581,19500.0,False
20191226152850683,46000.0,False
20191226152759943,9750.0,False
20191226152810628,78000.0,False
20191226152905502,17000.0,False
20191226152869118,13000.0,False
20191226152669070,21000.0,False
20191226152835128,19000.0,False
20191226152895924,87500.0,False
20191226152706810,12500.0,False
20191226152870186,14000.0,False
20191226152815713,33000.0,False
20191226152674057,53000.0,False
20191226152833103,11000.0,False
20191226152756534,19500.0,False
20191226152891287,18000.0,False
20191226152892376,38000.0,False
20191226152834632,67000.0,False
20191226152887311,23500.0,False
20191226152754543,8000.0,False
20191226152798217,34000.0,False
20191226152819005,27000.0,False
20191226152863425,20000.0,False
20191226152841617,102500.0,False
20191226152824347,45000.0,False
20191226152818949,13000.0,False
20191226152787979,21000.0,False
20191226152905011,11500.0,False
20191226152805285,17500.0,False
20191226152876272,19500.0,False
20191226152861723,47500.0,False
20191226152762127,14100.0,False
20191226152772004,10500.0,False
20191226152679936,77000.0,False
20191226152895078,20000.0,False
20191226152832490,90000.0,False
20191226152843953,14500.0,False
20191226152884288,116000.0,False
20191226152913721,26000.0,False
20191226152820127,69000.0,False
20191226152787825,21000.0,False
20191226152702218,60000.0,False
20191226152760234,8500.0,False
20191226152784808,22000.0,False
20191226152887129,30000.0,False
20191226152889285,65000.0,False
20191226152913870,23000.0,False
20191226152898568,9000.0,False
20191226152876322,49500.0,False
20191226152878169,42000.0,False
20191226152858302,94000.0,False
20191226152880849,54000.0,False
20191226152760583,11000.0,False
20191226152783531,16000.0,False
20191226152823717,31000.0,False
20191226152722193,25500.0,False
20191226152651279,14000.0,False
20191226152798250,23000.0,False
20191226152847134,35000.0,False
20191226152662498,92000.0,False
20191226152789608,39000.0,False
20191226152901998,120000.0,False
20191226152782483,22000.0,False
20191226152792459,19000.0,False
20191226152829872,14000.0,False
20191226152797612,23000.0,False
20191226152885632,13000.0,False
20191226152713969,53000.0,False
20191226152759373,11500.0,False
20191226152879593,26500.0,False
20191226152914038,28000.0,False
20191226152787025,27000.0,False
20191226152788026,21000.0,False
20191226152655034,13500.0,False
20191226152868947,25000.0,False
20191226152869304,30000.0,False
20191226152802047,14000.0,False
20191226152908806,15500.0,False
20191226152676099,43000.0,False
20191226152898516,12500.0,False
20191226152901553,71000.0,False
20191226152674924,25500.0,False
20191226152708037,9000.0,False
20191226152785697,18000.0,False
20191226152869782,13500.0,False
20191226152783323,12000.0,False
20191226152792079,24000.0,False
20191226152787756,24000.0,False
20191226152836349,90000.0,False
20191226152886315,32500.0,False
20191226152876999,81000.0,False
20191226152798579,29000.0,False
20191226152875435,57000.0,False
20191226152820570,29500.0,False
20191226152897361,80000.0,False
20191226152760267,11000.0,False
20191226152852221,48000.0,False
20191226152771958,8250.0,False
20191226152771795,10500.0,False
20191226152759882,8500.0,False
20191226152759447,11000.0,False
20191226152888209,26500.0,False
20191226152826939,17000.0,False
20191226152789165,26000.0,False
20191226152807324,31000.0,False
20191226152812906,24500.0,False
20191226152759139,9000.0,False
20191226152698801,12000.0,False
20191226152903783,8500.0,False
20191226152790167,12000.0,False
20191226152859945,38000.0,False
20191226152847613,27000.0,False
20191226152761219,12500.0,False
20191226152701517,36000.0,False
20191226152887457,28000.0,False
20191226152835171,28500.0,False
20191226152666331,65000.0,False
20191226152685342,20000.0,False
20191226152827096,13500.0,False
20191226152752774,19000.0,False
20191226152834172,44000.0,False
20191226152673858,18500.0,False
20191226152801809,23000.0,False
20191226152880933,46000.0,False
20191226152878723,60000.0,False
20191226152913179,25000.0,False
20191226152760730,7700.0,False
20191226152868029,12500.0,False
20191226152875438,57500.0,False
20191226152905396,22000.0,False
20191226152869542,12000.0,False
20191226152863958,19500.0,False
20191226152708109,61000.0,False
20191226152787973,19500.0,False
20191226152844503,41000.0,False
20191226152711219,14500.0,False
20191226152820097,36000.0,False
20191226152850787,63000.0,False
20191226152781886,20000.0,False
20191226152890569,31000.0,False
20191226152755758,19500.0,False
20191226152665818,19000.0,False
20191226152907259,57500.0,False
20191226152869455,23000.0,False
20191226152690966,44000.0,False
20191226152814643,120000.0,False
20191226152805391,16000.0,False
20191226152840607,40000.0,False
20191226152903275,40000.0,False
20191226152785736,31000.0,False
20191226152712529,45000.0,False
20191226152804103,14000.0,False
20191226152905485,17000.0,False
20191226152787524,19000.0,False
20191226152892661,23000.0,False
20191226152783311,28000.0,False
20191226152841347,112000.0,False
20191226152773581,11000.0,False
20191226152904863,24500.0,False
20191226152825292,17500.0,False
20191226152876090,26750.0,False
20191226152804881,16000.0,False
20191226152826863,15000.0,False
20191226152846269,57000.0,False
20191226152907722,80000.0,False
20191226152879325,11000.0,False
20191226152788499,24000.0,False
20191226152806700,91000.0,False
20191226152820476,38000.0,False
20191226152841147,108000.0,False
20191226152896440,27500.0,False
20191226152864047,29000.0,False
20191226152777939,26000.0,False
20191226152736402,20500.0,False
20191226152712670,28000.0,False
20191226152836350,35000.0,False
20191226152881890,48500.0,False
20191226152792042,34000.0,False
20191226152881516,48000.0,False
20191226152799542,19000.0,False
20191226152903415,18000.0,False
20191226152788383,23000.0,False
20191226152815889,37000.0,False
20191226152888714,35000.0,False
20191226152816345,10000.0,False
20191226152832882,19500.0,False
20191226152793011,16500.0,False
20191226152648370,17000.0,False
20191226152869492,28500.0,False
20191226152817657,72000.0,False
20191226152911946,19000.0,False
20191226152820072,38000.0,False
20191226152886194,24000.0,False
20191226152761726,16750.0,False
20191226152819175,28000.0,False
20191226152760870,11000.0,False
20191226152895566,42000.0,False
20191226152861854,72000.0,False
20191226152657386,18000.0,False
20191226152892533,37000.0,False
20191226152785579,17500.0,False
20191226152907248,61000.0,False
20191226152766443,41000.0,False
20191226152692216,24500.0,False
20191226152860274,42500.0,False
20191226152862019,49000.0,False
20191226152892683,19000.0,False
20191226152823298,37000.0,False
20191226152826790,10500.0,False
20191226152787791,25500.0,False
20191226152786418,27000.0,False
20191226152759841,9500.0,False
20191226152711870,9000.0,False
20191226152859568,45000.0,False
20191226152811450,46500.0,False
20191226152883515,31000.0,False
20191226152886600,28000.0,False
20191226152759839,9500.0,False
20191226152834563,89000.0,False
20191226152883929,85000.0,False
20191226152760735,8900.0,False
20191226152787817,19000.0,False
20191226152864268,27500.0,False
20191226152905139,18000.0,False
20191226152851864,35000.0,False
20191226152778248,31000.0,False
20191226152897983,32000.0,False
20191226152705112,11000.0,False
20191226152887769,32000.0,False
20191226152905285,25500.0,False
20191226152905431,23000.0,False
20191226152838644,19000.0,False
20191226152773790,10000.0,False
20191226152892193,62500.0,False
20191226152910651,21000.0,False
20191226152667789,25000.0,False
20191226152755809,5750.0,False
20191226152829003,17000.0,False
20191226152834424,65500.0,False
20191226152862058,78000.0,False
20191226152869465,35000.0,False
20191226152863410,17000.0,False
20191226152752183,18000.0,False
20191226152770472,10250.0,False
20191226152761274,15000.0,False
20191226152769754,8000.0,False
20191226152845546,33000.0,False
20191226152887435,38000.0,False
20191226152829691,13500.0,False
20191226152833064,15500.0,False
20191226152787502,21500.0,False
20191226152858416,47500.0,False
20191226152855470,70000.0,False
20191226152863507,22000.0,False
20191226152818125,72000.0,False
20191226152646740,7500.0,False
20191226152754115,15500.0,False
20191226152790753,14700.0,False
20191226152889366,34000.0,False
20191226152868141,12000.0,False
20191226152892538,27000.0,False
20191226152783977,27000.0,False
20191226152657639,9000.0,False
20191226152810746,42500.0,False
20191226152781407,19500.0,False
20191226152794263,21000.0,False
20191226152765316,7500.0,False
20191226152788161,26000.0,False
20191226152672936,18500.0,False
20191226152765943,23000.0,False
20191226152916103,45000.0,False
20191226152775974,11500.0,False
20191226152780070,48000.0,False
20191226152888636,31000.0,False
20191226152825394,21000.0,False
20191226152788626,39000.0,False
20191226152916491,39500.0,False
20191226152846462,30000.0,False
20191226152868111,11000.0,False
20191226152721839,120000.0,False
20191226152885017,83500.0,False
20191226152837275,58000.0,False
20191226152892967,92000.0,False
20191226152847857,52000.0,False
20191226152913017,29000.0,False
20191226152878178,24000.0,False
20191226152817500,20000.0,False
20191226152837722,23000.0,False
20191226152665513,38000.0,False
20191226152827185,41000.0,False
20191226152676646,49000.0,False
20191226152864222,23500.0,False
20191226152816910,33000.0,False
20191226152759444,12250.0,False
20191226152773347,14500.0,False
20191226152778196,39000.0,False
20191226152787347,18000.0,False
20191226152659203,16500.0,False
20191226152913082,39000.0,False
20191226152768111,27500.0,False
20191226152845439,36000.0,False
20191226152699782,18000.0,False
20191226152772961,17600.0,False
20191226152904412,15500.0,False
20191226152898556,12000.0,False
20191226152903149,60000.0,False
20191226152909105,67500.0,False
20191226152654460,40000.0,False
20191226152802271,10000.0,False
20191226152834892,67000.0,False
20191226152764375,12000.0,False
20191226152681280,26000.0,False
20191226152887079,28000.0,False
20191226152877045,97000.0,False
20191226152654922,9500.0,False
20191226152778321,47000.0,False
20191226152862221,87500.0,False
20191226152775536,8500.0,False
20191226152801876,18250.0,False
20191226152813757,24000.0,False
20191226152661100,25500.0,False
20191226152899372,42500.0,False
20191226152897469,52500.0,False
20191226152895604,29000.0,False
20191226152910556,47000.0,False
20191226152775403,6500.0,False
20191226152834182,85000.0,False
20191226152811434,42500.0,False
20191226152850762,65000.0,False
20191226152915204,31000.0,False
20191226152770663,9500.0,False
20191226152834323,85000.0,False
20191226152796648,12800.0,False
20191226152639742,30500.0,False
20191226152829811,34000.0,False
20191226152793205,27500.0,False
20191226152653058,8000.0,False
20191226152857826,25000.0,False
20191226152781486,19000.0,False
20191226152895518,60000.0,False
20191226152798666,39000.0,False
20191226152904887,12000.0,False
20191226152663778,23500.0,False
20191226152804071,19000.0,False
20191226152853360,70000.0,False
20191226152888954,42000.0,False
20191226152908878,18000.0,False
20191226152811029,42000.0,False
20191226152868825,26000.0,False
20191226152752459,27000.0,False
20191226152823792,42000.0,False
20191226152660816,69000.0,False
20191226152774579,16500.0,False
20191226152784852,34500.0,False
20191226152676898,49000.0,False
20191226152650864,51000.0,False
20191226152760813,14000.0,False
20191226152675836,68000.0,False
20191226152713939,40000.0,False
20191226152886801,22000.0,False
20191226152863719,27000.0,False
20191226152858858,62500.0,False
20191226152765564,16000.0,False
20191226152834740,72500.0,False
20191226152896970,26000.0,False
20191226152851428,40000.0,False
20191226152773414,19500.0,False
20191226152897267,21500.0,False
20191226152815307,102500.0,False
20191226152779475,38500.0,False
20191226152846812,17500.0,False
20191226152784291,26000.0,False
20191226152867644,26000.0,False
20191226152761430,11500.0,False
20191226152647246,38000.0,False
20191226152900690,37000.0,False
20191226152876869,46000.0,False
20191226152871643,17000.0,False
20191226152773038,12500.0,False
20191226152702881,31000.0,False
20191226152777384,20000.0,False
20191226152650929,21500.0,False
20191226152841731,135000.0,False
20191226152656323,39000.0,False
20191226152816837,16750.0,False
20191226152771566,8000.0,False
20191226152785021,18500.0,False
20191226152885654,9750.0,False
20191226152838966,54500.0,False
20191226152762380,15000.0,False
20191226152781839,11500.0,False
20191226152786289,22500.0,False
20191226152913709,26500.0,False
20191226152829065,13500.0,False
20191226152759682,10000.0,False
20191226152864952,69000.0,False
20191226152870092,15000.0,False
20191226152782408,22000.0,False
20191226152817346,31000.0,False
20191226152753891,25000.0,False
20191226152845269,26000.0,False
20191226152843810,33000.0,False
20191226152917416,41000.0,False
20191226152885740,12500.0,False
20191226152757531,24000.0,False
20191226152652737,13000.0,False
20191226152762801,14000.0,False
20191226152647873,31000.0,False
20191226152908955,96000.0,False
20191226152793417,28000.0,False
20191226152677013,35000.0,False
20191226152820579,24000.0,False
20191226152815695,13750.0,False
20191226152903063,40000.0,False
20191226152861839,47000.0,False
20191226152817838,71000.0,False
20191226152711083,34000.0,False
20191226152843277,20000.0,False
20191226152913260,26500.0,False
20191226152784748,24000.0,False
20191226152805013,18500.0,False
20191226152883921,93000.0,False
20191226152903144,37500.0,False
20191226152864446,19000.0,False
20191226152859901,52000.0,False
20191226152672986,10000.0,False
20191226152648348,13500.0,False
20191226152752384,13500.0,False
20191226152804974,22500.0,False
20191226152752659,6500.0,False
20191226152816818,18250.0,False
20191226152784609,27000.0,False
20191226152833681,57000.0,False
20191226152692227,20000.0,False
20191226152917550,82000.0,False
20191226152658310,49000.0,False
20191226152862515,13500.0,False
20191226152787965,25000.0,False
20191226152883479,29000.0,False
20191226152811286,47000.0,False
20191226152775805,13500.0,False
20191226152824256,80000.0,False
20191226152870458,19500.0,False
20191226152782617,16000.0,False
20191226152845477,28000.0,False
20191226152787064,22500.0,False
20191226152777055,9000.0,False
20191226152814815,85000.0,False
20191226152763865,12000.0,False
20191226152856664,31000.0,False
20191226152777954,7250.0,False
20191226152860160,71000.0,False
20191226152910661,110000.0,False
20191226152770975,10500.0,False
20191226152801623,17000.0,False
20191226152772324,7250.0,False
20191226152772924,14500.0,False
20191226152887303,34500.0,False
20191226152787337,25500.0,False
20191226152781108,20000.0,False
20191226152752741,9000.0,False
20191226152790437,17000.0,False
20191226152905158,30000.0,False
20191226152899640,55000.0,False
20191226152904550,26000.0,False
20191226152784248,29000.0,False
20191226152819982,34500.0,False
20191226152815631,75000.0,False
20191226152775539,18000.0,False
20191226152818141,72000.0,False
20191226152680610,11000.0,False
20191226152829889,21000.0,False
20191226152791302,24000.0,False
20191226152858371,84000.0,False
20191226152646971,33000.0,False
20191226152792512,18000.0,False
20191226152846845,32000.0,False
20191226152889148,37000.0,False
20191226152917704,45000.0,False
20191226152756991,9000.0,False
20191226152781214,18500.0,False
20191226152865900,8000.0,False
20191226152707324,33000.0,False
20191226152835039,77000.0,False
20191226152803604,17000.0,False
20191226152770457,6500.0,False
20191226152770678,6000.0,False
20191226152785812,22000.0,False
20191226152785391,23000.0,False
20191226152875810,17000.0,False
20191226152868045,17000.0,False
20191226152909189,71000.0,False
20191226152655221,36000.0,False
20191226152784126,24000.0,False
20191226152763572,11000.0,False
20191226152866134,20000.0,False
20191226152690981,22000.0,False
20191226152770513,9500.0,False
20191226152886153,21000.0,False
20191226152878185,34000.0,False
20191226152647520,15000.0,False
20191226152782581,21000.0,False
20191226152886482,33000.0,False
20191226152775534,8000.0,False
20191226152829829,13000.0,False
20191226152782781,16000.0,False
20191226152780613,9000.0,False
20191226152881756,55000.0,False
20191226152761669,12500.0,False
20191226152792490,20000.0,False
20191226152654910,29500.0,False
20191226152789477,27500.0,False
20191226152813033,14000.0,False
20191226152720297,57000.0,False
20191226152868992,25000.0,False
20191226152915591,44000.0,False
20191226152805302,15000.0,False
20191226152751395,11500.0,False
20191226152753635,13000.0,False
20191226152753465,25000.0,False
20191226152916380,49000.0,False
20191226152804146,8500.0,False
20191226152818001,76000.0,False
20191226152663923,7750.0,False
20191226152649778,13500.0,False
20191226152759297,8750.0,False
20191226152760294,9500.0,False
20191226152806945,80000.0,False
20191226152759468,8500.0,False
20191226152852265,75000.0,False
20191226152753482,19000.0,False
20191226152665423,26000.0,False
20191226152656938,26000.0,False
20191226152891474,39000.0,False
20191226152664130,52000.0,False
20191226152801271,23000.0,False
20191226152916532,49000.0,False
20191226152846105,14000.0,False
20191226152673644,12750.0,False
20191226152891351,14000.0,False
20191226152799945,20000.0,False
20191226152789554,29000.0,False
20191226152781422,19000.0,False
20191226152841197,140000.0,False
20191226152847169,27000.0,False
20191226152838463,18500.0,False
20191226152872733,12500.0,False
20191226152917737,40000.0,False
20191226152792128,20000.0,False
20191226152763731,14500.0,False
20191226152782983,23000.0,False
20191226152736368,13000.0,False
20191226152766523,27000.0,False
20191226152775574,11500.0,False
20191226152914051,38000.0,False
20191226152871598,18000.0,False
20191226152896548,24500.0,False
20191226152882472,89000.0,False
20191226152873729,13000.0,False
20191226152763393,17000.0,False
20191226152872607,18000.0,False
20191226152881821,44000.0,False
20191226152787978,21500.0,False
20191226152915560,25000.0,False
20191226152790329,13750.0,False
20191226152790127,9750.0,False
20191226152800798,12500.0,False
20191226152889861,74500.0,False
20191226152783817,17500.0,False
20191226152880570,47000.0,False
20191226152694922,27000.0,False
20191226152810672,50000.0,False
20191226152811411,39000.0,False
20191226152817687,57500.0,False
20191226152806734,95000.0,False
20191226152792454,22000.0,False
20191226152801161,14500.0,False
20191226152661823,25000.0,False
20191226152854483,58000.0,False
20191226152820674,33000.0,False
20191226152755051,14000.0,False
20191226152839531,125000.0,False
20191226152752603,14500.0,False
20191226152785083,20000.0,False
20191226152827705,18000.0,False
20191226152820799,41000.0,False
20191226152904008,12000.0,False
20191226152811582,72000.0,False
20191226152802160,11000.0,False
20191226152782205,15500.0,False
20191226152903714,17500.0,False
20191226152783821,29000.0,False
20191226152889594,47500.0,False
20191226152889939,38000.0,False
20191226152907860,15500.0,False
20191226152785251,38000.0,False
20191226152793005,27000.0,False
20191226152788061,22500.0,False
20191226152905876,25000.0,False
20191226152792287,20000.0,False
