SalesID,MachineID,ModelID,datasource,auctioneerID,YearMade,MachineHoursCurrentMeter,UsageBand,saledate,fiModelDesc,fiBaseModel,fiSecondaryDesc,fiModelSeries,fiModelDescriptor,ProductSize,state,ProductGroup,SalePrice
20191227113496163,1266298,13320,132,2,2005,0.0,UNK,2/4/2011 0:00,CX36B,CX36,B,UNK,UNK,Mini,Florida,TEX,16000
20191227113453315,1521731,6788,132,18,1987,0.0,UNK,12/17/1992 0:00,580,580,UNK,UNK,UNK,UNK,Pennsylvania,BL,17000
20191227113363834,618110,1624,121,3,1997,5738.0,Medium,1/25/2007 0:00,D6MXL,D6,M,UNK,XL,Medium,Alabama,TTT,53000
20191227113554920,1221624,4113,132,8,1993,0.0,UNK,9/22/2004 0:00,D5C,D5,C,UNK,UNK,UNK,Mississippi,TTT,25500
20191227113589528,1250769,3883,132,1,1978,0.0,UNK,3/26/2002 0:00,988B,988,B,UNK,UNK,Large,Maryland,WL,32000
20191227113477651,1515533,6797,132,99,1000,0.0,UNK,9/20/1995 0:00,621,621,UNK,UNK,UNK,UNK,Mississippi,WL,40000
20191227113593527,1532366,4148,132,2,1986,0.0,UNK,7/9/1994 0:00,D8L,D8,L,UNK,UNK,Large,New Hampshire,TTT,92500
20191227113472176,1158419,6718,132,7,1000,0.0,UNK,3/6/2003 0:00,360,360,UNK,UNK,UNK,UNK,Alabama,BL,8000
20191227113562561,1557393,7257,132,9,1980,0.0,UNK,2/15/2000 0:00,910,910,UNK,UNK,UNK,Compact,Florida,WL,15100
20191227113513802,1336901,4331,132,1,1990,0.0,UNK,8/16/2000 0:00,IT28B,IT28,B,UNK,UNK,UNK,Texas,WL,34000
20191227113348581,997907,3879,121,3,1998,19942.0,Medium,8/5/2011 0:00,980G,980,G,UNK,UNK,Medium,Wyoming,WL,75000
20191227113365116,1043318,4603,121,3,1000,5140.0,Medium,2/19/2009 0:00,310D,310,D,UNK,UNK,UNK,Texas,BL,9500
20191227113516624,1197995,3412,132,1,1991,0.0,UNK,12/11/1995 0:00,231D,231,D,UNK,UNK,Large / Medium,Wisconsin,TEX,80000
20191227113490508,1322541,3177,132,13,1000,0.0,UNK,3/17/2007 0:00,580SUPER K,580,SUPER K,UNK,UNK,UNK,Tennessee,BL,16800
20191227113518310,398734,4326,132,2,1996,0.0,UNK,9/18/1999 0:00,IT14G,IT14,G,UNK,UNK,UNK,New Jersey,WL,47500
20191227113604520,1487537,7110,132,1,1987,0.0,UNK,10/23/2002 0:00,416,416,UNK,UNK,UNK,UNK,New Mexico,BL,12000
20191227113545953,1109404,7013,132,1,1981,0.0,UNK,10/4/1993 0:00,235,235,UNK,UNK,UNK,Large / Medium,Texas,TEX,36000
20191227113580585,1429577,4128,132,2,1986,0.0,UNK,11/7/1997 0:00,D6H,D6,H,UNK,UNK,Medium,New York,TTT,58000
20191227113517203,1427156,4102,132,2,1989,0.0,UNK,11/11/1995 0:00,D4C,D4,C,UNK,UNK,UNK,Ohio,TTT,28500
20191227113355928,1022135,12522,121,3,2001,974.0,Low,6/30/2005 0:00,TB016,TB016,UNK,UNK,UNK,Mini,Missouri,TEX,10500
20191227113476938,1282649,6783,132,1,1992,0.0,UNK,8/28/2001 0:00,550,550,UNK,UNK,UNK,UNK,Missouri,TTT,18500
20191227113535195,1471139,7624,132,1,1986,0.0,UNK,6/23/1992 0:00,IT28,IT28,UNK,UNK,UNK,UNK,California,WL,41000
20191227113617756,1539719,3357,132,2,1989,0.0,UNK,12/12/1992 0:00,12G,12,G,UNK,UNK,UNK,Pennsylvania,MG,82500
20191227113540478,253489,3406,132,1,1988,0.0,UNK,6/19/2003 0:00,225B,225,B,UNK,UNK,Large / Medium,Illinois,TEX,21000
20191227113547800,1196121,3803,132,1,1988,0.0,UNK,9/22/2006 0:00,936E,936,E,UNK,UNK,Medium,Minnesota,WL,35000
20191227113457382,1460686,6851,132,1,1984,0.0,UNK,6/6/1991 0:00,850,850,UNK,UNK,UNK,UNK,Texas,TTT,15000
20191227113456594,1164565,6544,132,4,1986,0.0,UNK,5/14/1992 0:00,1080,1080,UNK,UNK,UNK,Small,Illinois,TEX,31000
20191227113453347,1140239,3170,132,99,1988,0.0,UNK,6/17/2000 0:00,580K,580,K,UNK,UNK,UNK,Washington,BL,11000
20191227113469303,1359571,6633,132,1,1989,0.0,UNK,11/30/2001 0:00,1840,1840,UNK,UNK,UNK,UNK,Minnesota,SSL,7000
20191227113587733,1347608,3538,132,1,1999,0.0,UNK,6/10/2004 0:00,416C,416,C,UNK,UNK,UNK,Illinois,BL,23000
20191227113591156,1387342,7008,132,1,1976,0.0,UNK,12/3/1992 0:00,225,225,UNK,UNK,UNK,Large / Medium,Washington,TEX,22000
20191227113383962,1001676,4841,121,3,2002,8197.0,High,10/30/2008 0:00,850C,850,C,UNK,UNK,Medium,Florida,TTT,20500
20191227113610620,1156577,1682,132,1,1991,0.0,UNK,2/22/2000 0:00,E240BL,E240,B,UNK,L,Large / Medium,Texas,TEX,32000
20191227113590998,214327,7008,132,1,1974,0.0,UNK,3/24/1992 0:00,225,225,UNK,UNK,UNK,Large / Medium,Colorado,TEX,22000
20191227113476110,1344888,3112,132,3,2001,0.0,UNK,7/14/2011 0:00,1845C,1845,C,UNK,UNK,UNK,California,SSL,5750
20191227113353306,1002734,17039,121,3,1999,2149.0,Low,5/9/2011 0:00,LS1600Q,LS1600,Q,UNK,UNK,Mini,Utah,TEX,17000
20191227113572586,1429003,7469,132,99,1963,0.0,UNK,3/18/2010 0:00,D7,D7,UNK,UNK,UNK,Large,Tennessee,TTT,8400
20191227113613976,1232555,3538,132,1,1998,0.0,UNK,3/5/2008 0:00,416C,416,C,UNK,UNK,UNK,Texas,BL,22000
20191227113576028,1508291,107,132,6,1991,0.0,UNK,4/18/1995 0:00,D3CII,D3,C,II,UNK,UNK,Kentucky,TTT,27000
20191227113339550,62171,13776,121,3,2000,2842.0,Medium,6/1/2006 0:00,D3CIIIXL,D3,C,III,XL,UNK,Louisiana,TTT,27000
20191227113454079,1408192,6788,132,1,1987,0.0,UNK,9/24/1991 0:00,580,580,UNK,UNK,UNK,UNK,Texas,BL,18500
20191227113569135,1090684,4146,132,1,1969,0.0,UNK,10/8/1993 0:00,D8H,D8,H,UNK,UNK,Large,California,TTT,23000
20191227113461820,1193065,6788,132,10,1982,0.0,UNK,12/3/1992 0:00,580,580,UNK,UNK,UNK,UNK,Virginia,BL,12000
20191227113603929,1389949,7110,132,2,1986,0.0,UNK,4/8/2000 0:00,416,416,UNK,UNK,UNK,UNK,New York,BL,15500
20191227113518687,267205,3538,132,9,1997,0.0,UNK,2/22/2006 0:00,416C,416,C,UNK,UNK,UNK,Florida,BL,27000
20191227113399828,119407,1638,121,3,1998,11419.0,Medium,3/25/2010 0:00,D6RXL,D6,R,UNK,XL,Medium,North Carolina,TTT,46000
20191227113552715,793173,1596,132,1,2000,0.0,UNK,2/17/2004 0:00,D5MLGP,D5,M,UNK,LGP,Medium,Florida,TTT,64000
20191227113382768,1027225,22869,121,3,2004,754.0,Low,10/16/2008 0:00,MC60,MC60,UNK,UNK,UNK,UNK,Alabama,SSL,7500
20191227113592333,19546,7008,132,10,1984,0.0,UNK,3/26/2001 0:00,225,225,UNK,UNK,UNK,Large / Medium,Mississippi,TEX,8000
20191227113492847,1105089,3170,132,99,1990,0.0,UNK,9/12/2009 0:00,580K,580,K,UNK,UNK,UNK,California,BL,10500
20191227113518453,128802,3538,132,2,1997,0.0,UNK,9/17/2003 0:00,416C,416,C,UNK,UNK,UNK,Texas,BL,23500
20191227113576663,1535955,1177,132,1,1996,0.0,UNK,9/11/2003 0:00,320L,320,UNK,UNK,L,Large / Medium,California,TEX,49000
20191227113472000,1155017,3112,132,1,1996,0.0,UNK,12/13/2006 0:00,1845C,1845,C,UNK,UNK,UNK,Maryland,SSL,7500
20191227113459771,1420257,3164,132,12,1978,0.0,UNK,9/29/1994 0:00,580C,580,C,UNK,UNK,UNK,South Carolina,BL,9500
20191227113472378,1190684,6633,132,1,1997,0.0,UNK,9/26/2000 0:00,1840,1840,UNK,UNK,UNK,UNK,Illinois,SSL,11000
20191227113606932,1256747,4331,132,14,1988,0.0,UNK,9/24/1999 0:00,IT28B,IT28,B,UNK,UNK,UNK,Indiana,WL,29500
20191227113472120,1273132,3112,132,4,1997,0.0,UNK,2/11/2002 0:00,1845C,1845,C,UNK,UNK,UNK,Florida,SSL,9250
20191227113584699,1338253,4139,132,4,1984,0.0,UNK,2/7/2011 0:00,D7G,D7,G,UNK,UNK,Large,Florida,TTT,83000
20191227113489436,1354938,3178,132,15,1999,0.0,UNK,4/6/2006 0:00,580SUPER L,580,SUPER L,UNK,UNK,UNK,Pennsylvania,BL,28000
20191227113490774,1301422,6788,132,3,1992,0.0,UNK,2/26/2004 0:00,580,580,UNK,UNK,UNK,UNK,California,BL,19000
20191227113472657,1124215,3261,132,1,1998,0.0,UNK,6/14/2005 0:00,90XT,90,XT,UNK,UNK,UNK,California,SSL,10500
20191227113541304,730361,23931,132,7,1997,0.0,UNK,3/2/2001 0:00,140HNA,140,H,UNK,UNK,UNK,Alabama,MG,127500
20191227113616065,1186609,3357,132,1,1978,0.0,UNK,7/14/1993 0:00,12G,12,G,UNK,UNK,UNK,Texas,MG,40000
20191227113408751,1008588,17319,121,3,2006,1871.0,Medium,10/29/2010 0:00,T300,T300,UNK,UNK,UNK,UNK,Louisiana,SSL,13500
20191227113457327,1500233,6851,132,1,1983,0.0,UNK,12/7/1993 0:00,850,850,UNK,UNK,UNK,UNK,Texas,TTT,18000
20191227113497712,390791,4124,132,1,1977,0.0,UNK,8/19/1993 0:00,D6D,D6,D,UNK,UNK,Medium,Tennessee,TTT,43000
20191227113481478,1311013,3170,132,18,1000,5154.0,Low,3/25/2000 0:00,580K,580,K,UNK,UNK,UNK,Pennsylvania,BL,13000
20191227113459496,1262719,6788,132,11,1977,0.0,UNK,6/25/1992 0:00,580,580,UNK,UNK,UNK,UNK,Maine,BL,9500
20191227113586092,1513495,4327,132,20,1988,0.0,UNK,4/11/2000 0:00,IT18B,IT18,B,UNK,UNK,UNK,Arkansas,WL,29500
20191227113564629,1511300,7289,132,6,1967,0.0,UNK,12/10/1990 0:00,980,980,UNK,UNK,UNK,Medium,Kentucky,WL,9500
20191227113353443,891895,1580,121,3,2001,7933.0,High,10/18/2007 0:00,D5GLGP,D5,G,UNK,LGP,UNK,Tennessee,TTT,35000
20191227113490103,1107467,3177,132,1,1000,0.0,UNK,2/16/2009 0:00,580SUPER K,580,SUPER K,UNK,UNK,UNK,Florida,BL,10000
20191227113528982,893479,4089,132,13,1984,0.0,UNK,9/12/1998 0:00,D3B,D3,B,UNK,UNK,UNK,Tennessee,TTT,17000
20191227113603238,767789,3774,132,4,1997,0.0,UNK,2/7/2005 0:00,924F,924,F,UNK,UNK,UNK,Florida,WL,31000
20191227113421124,1066766,3857,121,3,1000,0.0,UNK,11/17/2011 0:00,966F,966,F,UNK,UNK,Medium,New York,WL,64000
20191227113394147,1009636,6866,121,3,1996,6179.0,Medium,10/15/2009 0:00,9040,9040,UNK,UNK,UNK,Large / Medium,Mississippi,TEX,18500
20191227113515492,1210887,1614,132,1,1987,0.0,UNK,6/15/1990 0:00,D6HLGP,D6,H,UNK,LGP,Medium,California,TTT,80000
20191227113460704,1249098,3164,132,1,1980,0.0,UNK,10/31/1996 0:00,580C,580,C,UNK,UNK,UNK,Pennsylvania,BL,10500
20191227113388496,1047103,18131,121,3,2004,2254.0,Medium,4/16/2009 0:00,EC140BLC,EC140,B,UNK,LC,Small,Kentucky,TEX,37000
20191227113351432,1019236,658,121,3,1999,1316.0,Low,3/25/2004 0:00,WB140-2,WB140,UNK,-2,UNK,UNK,Massachusetts,BL,26500
20191227113485652,1392010,6793,132,1,1994,0.0,UNK,12/19/2001 0:00,590,590,UNK,UNK,UNK,UNK,Maryland,BL,19000
20191227113341458,804277,7122,121,3,1990,3566.0,Low,1/29/2004 0:00,446,446,UNK,UNK,UNK,UNK,Maine,BL,19000
20191227113569066,1251727,4146,132,1,1969,0.0,UNK,12/13/2004 0:00,D8H,D8,H,UNK,UNK,Large,California,TTT,20000
20191227113560341,1105991,1611,132,2,1994,0.0,UNK,2/4/2002 0:00,D6HIILGP,D6,H,II,LGP,Medium,Florida,TTT,43500
20191227113554948,1133712,4113,132,1,1993,0.0,UNK,8/28/1997 0:00,D5C,D5,C,UNK,UNK,UNK,Texas,TTT,48000
20191227113616438,1205665,3357,132,99,1979,0.0,UNK,3/10/1994 0:00,12G,12,G,UNK,UNK,UNK,Louisiana,MG,45000
20191227113451666,1400020,3165,132,14,1985,0.0,UNK,6/19/1998 0:00,580D,580,D,UNK,UNK,UNK,Indiana,BL,14500
20191227113565885,1354145,4122,132,1,1966,0.0,UNK,3/25/1993 0:00,D6B,D6,B,UNK,UNK,UNK,Washington,TTT,8500
20191227113603391,1556136,7110,132,1,1986,0.0,UNK,6/6/1991 0:00,416,416,UNK,UNK,UNK,UNK,Texas,BL,18500
20191227113540349,865031,3406,132,6,1987,0.0,UNK,4/26/1991 0:00,225B,225,B,UNK,UNK,Large / Medium,Tennessee,TEX,71000
20191227113459621,1503061,3164,132,11,1977,0.0,UNK,3/29/1995 0:00,580C,580,C,UNK,UNK,UNK,Mississippi,BL,13500
20191227113368477,1061614,15261,121,3,2005,2367.0,Medium,7/26/2007 0:00,ZX200LC,ZX200,UNK,UNK,LC,Large / Medium,Georgia,TEX,70000
20191227113605594,742230,43,132,1,1990,0.0,UNK,8/25/1998 0:00,416II,416,UNK,II,UNK,UNK,California,BL,20000
20191227113491773,1520688,3190,132,1,1997,0.0,UNK,6/28/2005 0:00,590SUPER L,590,SUPER L,UNK,UNK,UNK,Maryland,BL,24000
20191227113550525,383731,1129,132,1,1998,0.0,UNK,6/4/2002 0:00,315BL,315,B,UNK,L,Small,California,TEX,48000
20191227113507259,1350629,7001,132,1,1982,0.0,UNK,4/20/2006 0:00,215,215,UNK,UNK,UNK,Small,Ohio,TEX,12000
20191227113538366,1190327,7259,132,1,1988,0.0,UNK,10/9/2002 0:00,916,916,UNK,UNK,UNK,UNK,Maine,WL,15500
20191227113342999,1017529,14272,121,3,2005,3999.0,Medium,1/28/2010 0:00,200CLC,200,C,UNK,LC,Large / Medium,Virginia,TEX,45000
20191227113488863,1101759,3161,132,2,1998,0.0,UNK,2/4/2002 0:00,550G,550,G,UNK,UNK,UNK,Florida,TTT,24000
20191227113339540,1014876,4606,121,3,1998,6718.0,High,2/8/2007 0:00,310SE,310,SE,UNK,UNK,UNK,Arizona,BL,25000
20191227113556583,1455880,4090,132,2,1990,0.0,UNK,11/23/1996 0:00,D3C,D3,C,UNK,UNK,UNK,New York,TTT,22500
20191227113530055,1112871,1526,132,2,1983,0.0,UNK,3/31/2001 0:00,D3BLGP,D3,B,UNK,LGP,UNK,New Jersey,TTT,9500
